City,District,RouteNumber,RouteName,RouteDirection,Address,SignalControlNumber,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,무옥로,2,전라남도 곡성군 오산면 연화리 59-5,190,,,,,,,,,,,,,,,,,,,,,,41
전라남도,곡성군,13번,무옥로,1,전라남도 곡성군 오산면 연화리 59-5,191,,,,,,,,,,,,,,,,,,,,,,41
전라남도,곡성군,6번,산이재로,1,전라남도 곡성군 겸면 운교리 467-4,192,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,6번,산이재로,2,전라남도 곡성군 겸면 운교리 507-17,193,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,삼인동길,2,전라남도 곡성군 곡성읍 읍내리 703-1,194,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,삼인동길,1,전라남도 곡성군 곡성읍 학정리 535-19,195,,,,,,,,,,,,,,,,,,,,,,41
전라남도,곡성군,,삼인동길,2,전라남도 곡성군 곡성읍 학정리 535-19,196,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,석곡로,1,전라남도 곡성군 석곡면 석곡리 533-1,197,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,석곡로,1,전라남도 곡성군 석곡면 석곡리 532-27,198,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,석곡로,1,전라남도 곡성군 석곡면 석곡리 532-1,199,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,석곡로,1,전라남도 곡성군 석곡면 능파리 498-5,200,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 죽곡면 하한리 859-3,201,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 죽곡면 하한리 1034,202,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 죽곡면 하한리 1020,203,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 죽곡면 하한리 1020,204,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 죽곡면 하한리 1020,205,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 압록리 117-3,207,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 압록리 117-3,208,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 압록리 595,209,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 압록리 595,210,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 압록리 584,214,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 압록리 584,215,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 압록리 597,217,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 압록리 597,218,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 압록리 388,219,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 압록리 571,220,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 송정리 49,222,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 송정리 49,223,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 송정리 49,224,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 송정리 49,225,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 송정리 317,226,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 송정리 317,227,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 송정리 317,228,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 송정리 317,229,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 송정리 49,231,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 송정리 49,232,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 침곡리 48-2,235,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 오곡면 침곡리 48-2,236,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 침곡리 276,237,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 오곡면 침곡리 276,238,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 대평리 1204-10,239,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 대평리 1204-10,240,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 대평리 1204-10,241,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 대평리 1204-10,242,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 대평리 1204-9,243,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 대평리 1204-9,244,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 대평리 1204-9,245,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 대평리 1204-9,246,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,3,전라남도 곡성군 곡성읍 장선리 989,247,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 장선리 988-1,248,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 장선리 988-1,249,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,3,전라남도 곡성군 곡성읍 장선리 988-1,250,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 장선리 176-7,251,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,2,전라남도 곡성군 곡성읍 장선리 176-7,252,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 장선리 988-1,253,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 장선리 988-1,254,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 장선리 1083,255,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,1,전라남도 곡성군 곡성읍 장선리 1083,256,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,3,전라남도 곡성군 곡성읍 장선리 986,257,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,17번,섬진강로,3,전라남도 곡성군 곡성읍 장선리 1066,258,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,8번,송전로,1,전라남도 곡성군 입면 창정리 281-1,259,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,8번,송전로,2,전라남도 곡성군 입면 창정리 281-1,260,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,8번,송전로,2,전라남도 곡성군 입면 송전리 1279,261,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,8번,송전로,2,전라남도 곡성군 입면 송전리 1279,262,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,1,전라남도 곡성군 입면 송전리 1120-18,263,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,1,전라남도 곡성군 입면 송전리 1120-18,264,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,2,전라남도 곡성군 입면 송전리 1120-18,265,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,2,전라남도 곡성군 입면 송전리 1120-18,266,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,1,전라남도 곡성군 입면 송전리 1120-18,269,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,2,전라남도 곡성군 입면 송전리 1120-18,270,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,1,전라남도 곡성군 입면 송전리 1119-4,271,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,1,전라남도 곡성군 입면 송전리 1119-4,272,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,2,전라남도 곡성군 입면 송전리 1119-4,273,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,송전종방길 종방교차로,2,전라남도 곡성군 입면 송전리 1119-4,274,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,1,전라남도 곡성군 오산면 봉동리 923-1,277,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,2,전라남도 곡성군 오산면 봉동리 617-1,278,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,1,전라남도 곡성군 오산면 봉동리 923-1,279,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,2,전라남도 곡성군 오산면 봉동리 359-1,280,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,1,전라남도 곡성군 오산면 봉동리 923-1,281,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,2,전라남도 곡성군 오산면 봉동리 937-1,282,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,2,전라남도 곡성군 오산면 봉동리 362-1,283,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,1,전라남도 곡성군 오산면 연화리 123-1,284,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,15번,오산로,2,전라남도 곡성군 오산면 연화리 1063-1,285,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,1,전라남도 곡성군 죽곡면 태평리 395-6,286,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,1,전라남도 곡성군 죽곡면 태평리 392-3,287,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,1,전라남도 곡성군 죽곡면 태평리 392-3,288,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,1,전라남도 곡성군 죽곡면 태평리 392-3,289,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,2,전라남도 곡성군 죽곡면 태평리 392-7,290,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,2,전라남도 곡성군 죽곡면 태평리 392-7,291,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,2,전라남도 곡성군 죽곡면 태평리 616-11,294,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,1,전라남도 곡성군 오곡면 오지리 378-26,295,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,오죽로,1,전라남도 곡성군 오곡면 오지리 378-26,296,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,1,전라남도 곡성군 옥과면 리문리 476-2,297,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,1,전라남도 곡성군 옥과면 리문리 476-2,298,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,2,전라남도 곡성군 옥과면 리문리 476-2,299,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,1,전라남도 곡성군 옥과면 리문리 437-9,300,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,1,전라남도 곡성군 옥과면 리문리 437-9,301,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,3,전라남도 곡성군 옥과면 리문리 437-8,302,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,2,전라남도 곡성군 옥과면 리문리 437-8,303,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,1,전라남도 곡성군 옥과면 리문리 437-7,304,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,2,전라남도 곡성군 옥과면 리문리 437-7,305,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,2,전라남도 곡성군 옥과면 리문리 437-7,306,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,옥순로,2,전라남도 곡성군 옥과면 무창리 산38-1,307,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,용두길,1,전라남도 곡성군 옥과면 리문리 347-8,308,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,용두길,2,전라남도 곡성군 옥과면 리문리 347-8,309,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,용두길,2,전라남도 곡성군 옥과면 리문리 347-8,310,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,8번,월파로,1,전라남도 곡성군 옥과면 합강리 237-9,311,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,8번,월파로,2,전라남도 곡성군 옥과면 합강리 401-5,312,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,읍내11길,1,전라남도 곡성군 곡성읍 읍내리 718-3,313,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,읍내11길,1,전라남도 곡성군 곡성읍 읍내리 710-2,314,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 옥과면 무창리 1139-1,315,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 옥과면 무창리 1139-1,316,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 옥과면 무창리 991-2,318,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 옥과면 무창리 991-2,319,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 옥과면 무창리 717-4,320,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 옥과면 무창리 717-4,321,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 옥과면 무창리 1133-1,323,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 옥과면 무창리 1133-1,324,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 겸면 마전리 972-2,325,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 겸면 마전리 971-2,326,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 겸면 마전리 산120-9,329,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 겸면 마전리 1179,330,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,1번,입면로,1,전라남도 곡성군 입면 매월리 586-11,331,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,1번,입면로,2,전라남도 곡성군 입면 매월리 584-6,332,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 260-1,333,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 260-1,334,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 입면 창정리 260-1,335,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 269-1,336,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 입면 창정리 269-1,337,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 269-1,338,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 입면 창정리 269-1,339,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,입면로,1,전라남도 곡성군 입면 창정리 48-2,340,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 165-1,341,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 입면 창정리 165-1,342,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,입면로,2,전라남도 곡성군 입면 창정리 292-6,343,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 97-5,344,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 97-5,345,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 입면 창정리 97-6,346,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,입면로,3,전라남도 곡성군 입면 창정리 98-2,347,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 289-1,348,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 97-3,349,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 97-3,350,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,입면로,3,전라남도 곡성군 입면 창정리 97-8,351,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,1,전라남도 곡성군 입면 창정리 289-1,352,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,입면로,3,전라남도 곡성군 입면 창정리 288-29,353,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 입면 창정리 288-30,354,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,입면로,2,전라남도 곡성군 입면 창정리 288-30,355,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,18번,주목로,1,전라남도 곡성군 목사동면 신전리 24-5,356,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,18번,주목로,1,전라남도 곡성군 목사동면 신전리 24-5,357,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,18번,주목로,1,전라남도 곡성군 목사동면 신전리 18-9,359,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,18번,주목로,1,전라남도 곡성군 목사동면 평리 339-1,360,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,18번,주목로,1,전라남도 곡성군 죽곡면 연화리 61,361,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,2,전라남도 곡성군 석곡면 유정리 376-5,362,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,1,전라남도 곡성군 석곡면 유정리 376-2,363,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,2,전라남도 곡성군 석곡면 유정리 376-2,364,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,1,전라남도 곡성군 석곡면 석곡리 533-36,365,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,1,전라남도 곡성군 석곡면 석곡리 533-26,366,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,1,전라남도 곡성군 석곡면 석곡리 285-2,367,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,2,전라남도 곡성군 석곡면 석곡리 285-2,368,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,2,전라남도 곡성군 석곡면 석곡리 285-2,369,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,2,전라남도 곡성군 석곡면 석곡리 281-5,370,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,주석로,2,전라남도 곡성군 석곡면 석곡리 281-5,371,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,2,전라남도 곡성군 곡성읍 읍내리 846,374,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,2,전라남도 곡성군 곡성읍 읍내리 846,375,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,2,전라남도 곡성군 곡성읍 읍내리 846,377,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,2,전라남도 곡성군 곡성읍 읍내리 846,378,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,1,전라남도 곡성군 곡성읍 읍내리 387,379,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,1,전라남도 곡성군 곡성읍 읍내리 387,380,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,1,전라남도 곡성군 곡성읍 읍내리 846,382,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,중앙로,1,전라남도 곡성군 곡성읍 읍내리 846,383,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,2,전라남도 곡성군 옥과면 율사리 534-51,384,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,1,전라남도 곡성군 옥과면 리문리 342-3,385,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,2,전라남도 곡성군 옥과면 리문리 355-3,386,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,1,전라남도 곡성군 옥과면 리문리 342-3,387,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,1,전라남도 곡성군 옥과면 리문리 272-2,388,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,2,전라남도 곡성군 옥과면 리문리 511-5,389,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,1,전라남도 곡성군 옥과면 죽림리 215-1,390,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,1,전라남도 곡성군 옥과면 죽림리 215-1,391,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,1,전라남도 곡성군 옥과면 리문리 155-8,392,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,천변로,1,전라남도 곡성군 옥과면 리문리 155-8,393,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,청계동로,1,전라남도 곡성군 곡성읍 신기리 산168-1,394,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,청계동로,1,전라남도 곡성군 곡성읍 신기리 산168-1,395,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,청계동로,2,전라남도 곡성군 곡성읍 신기리 산188-2,396,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,태안로,1,전라남도 곡성군 죽곡면 동계리 227-3,397,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,840번,태안로,2,전라남도 곡성군 죽곡면 동계리 227-3,398,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,학교로,2,전라남도 곡성군 곡성읍 읍내리 717-2,399,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,학교로,1,전라남도 곡성군 곡성읍 읍내리 717-2,400,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,,학교로,2,전라남도 곡성군 곡성읍 읍내리 710-2,401,,,,,,,,,,,,,,,,,,,,,,
